"Generated from:","https://data.demandlogic.co.uk/apps/assets/edb65310-bbc8-11ef-8f16-0242ac110002/?tab=operation","","","","","","","","","","","","","",""
"Units:","°C","","","","","","","","","","","","","",""
"Period frequency:","5-minutely","","","","","","","","","","","","","",""
"From:","2025-12-01 00:00+00:00","","","","","","","","","","","","","",""
"Until:","2025-12-31 23:55+00:00","","","","","","","","","","","","","",""
"","https://data.demandlogic.co.uk/apps/assets/edb43224-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb2b0fc-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb47ee6-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb43224-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb2b0fc-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb47ee6-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb43224-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb2b0fc-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb47ee6-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb43224-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb2b0fc-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb47ee6-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb43224-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb2b0fc-bbc8-11ef-8f16-0242ac110002/","https://data.demandlogic.co.uk/apps/assets/edb47ee6-bbc8-11ef-8f16-0242ac110002/"
"Period","AHU Kitchen Extract Control Temperature","AHU Kitchen Intake Control Temperature","AHU Kitchen Supply Control Temperature","AHU Kitchen Extract Cooling Setpoint","AHU Kitchen Intake Cooling Setpoint","AHU Kitchen Supply Cooling Setpoint","AHU Kitchen Extract Entering Temperature","AHU Kitchen Intake Entering Temperature","AHU Kitchen Supply Entering Temperature","AHU Kitchen Extract Heating Setpoint","AHU Kitchen Intake Heating Setpoint","AHU Kitchen Supply Heating Setpoint","AHU Kitchen Extract Leaving Temperature","AHU Kitchen Intake Leaving Temperature","AHU Kitchen Supply Leaving Temperature"
"2025-12-01 00:00","","","21.017939554","","","19.5","13.021586519","","","","","18.5","13.021586519","","21.017939554"
"2025-12-01 00:05","","","21.005804017","","","19.5","13.044436025","","","","","18.5","13.044436025","","21.005804017"
"2025-12-01 00:10","","","20.989939854","","","19.5","13.065464012","","","","","18.5","13.065464012","","20.989939854"
"2025-12-01 00:15","","","20.974075691","","","19.5","13.086491998","","","","","18.5","13.086491998","","20.974075691"
"2025-12-01 00:20","","","20.958211528","","","19.5","13.107519985","","","","","18.5","13.107519985","","20.958211528"
"2025-12-01 00:25","","","20.942347365","","","19.5","13.128547972","","","","","18.5","13.128547972","","20.942347365"
"2025-12-01 00:30","","","20.926907778","","","19.5","13.147754522","","","","","18.5","13.147754522","","20.926907778"
"2025-12-01 00:35","","","20.914108537","","","19.5","13.155633952","","","","","18.5","13.155633952","","20.914108537"
"2025-12-01 00:40","","","20.901765208","","","19.5","13.161557517","","","","","18.5","13.161557517","","20.901765208"
"2025-12-01 00:45","","","20.889421878","","","19.5","13.167481082","","","","","18.5","13.167481082","","20.889421878"
"2025-12-01 00:50","","","20.877078549","","","19.5","13.173404646","","","","","18.5","13.173404646","","20.877078549"
"2025-12-01 00:55","","","20.86473522","","","19.5","13.179328211","","","","","18.5","13.179328211","","20.86473522"
"2025-12-01 01:00","","","20.857107914","","","19.5","13.187077188","","","","","18.5","13.187077188","","20.857107914"
"2025-12-01 01:05","","","20.878849746","","","19.5","13.206193962","","","","","18.5","13.206193962","","20.878849746"
