Date,AHU Kitchen Extract Control Temperature_mean,AHU Kitchen Extract Control Temperature_max,AHU Kitchen Extract Control Temperature_min,AHU Kitchen Intake Control Temperature_mean,AHU Kitchen Intake Control Temperature_max,AHU Kitchen Intake Control Temperature_min,AHU Kitchen Supply Control Temperature_mean,AHU Kitchen Supply Control Temperature_max,AHU Kitchen Supply Control Temperature_min,AHU Kitchen Extract Entering Temperature_mean,AHU Kitchen Extract Entering Temperature_max,AHU Kitchen Extract Entering Temperature_min,AHU Kitchen Intake Entering Temperature_mean,AHU Kitchen Intake Entering Temperature_max,AHU Kitchen Intake Entering Temperature_min,AHU Kitchen Supply Entering Temperature_mean,AHU Kitchen Supply Entering Temperature_max,AHU Kitchen Supply Entering Temperature_min,AHU Kitchen Extract Leaving Temperature_mean,AHU Kitchen Extract Leaving Temperature_max,AHU Kitchen Extract Leaving Temperature_min,AHU Kitchen Intake Leaving Temperature_mean,AHU Kitchen Intake Leaving Temperature_max,AHU Kitchen Intake Leaving Temperature_min,AHU Kitchen Supply Leaving Temperature_mean,AHU Kitchen Supply Leaving Temperature_max,AHU Kitchen Supply Leaving Temperature_min
2025-01-12,,,,,,,20.682561241006944,21.075739376,20.318501271,13.103014680364584,14.435608568,11.877572076,,,,,,,13.103014680364584,14.435608568,11.877572076,,,,20.682561241006944,21.075739376,20.318501271
2025-01-13,,,,,,,20.0554886020625,22.060680048,16.49990954,18.096789747965275,23.192242889,12.496452589,,,,,,,18.096789747965275,23.192242889,12.496452589,,,,20.0554886020625,22.060680048,16.49990954
2025-01-14,,,,,,,20.75208186244097,23.240391203,17.120181242,19.05863881115278,25.68524485,14.580288386,,,,,,,19.05863881115278,25.68524485,14.580288386,,,,20.75208186244097,23.240391203,17.120181242
2025-01-15,,,,,,,21.221927263190974,23.92706805,17.463149162,18.73452713065625,24.691933244,14.160620207,,,,,,,18.73452713065625,24.691933244,14.160620207,,,,21.221927263190974,23.92706805,17.463149162
2025-01-16,,,,,,,21.94177476573611,27.47931951,15.583052049,18.34785220980903,23.859247772,13.34222939,,,,,,,18.34785220980903,23.859247772,13.34222939,,,,21.94177476573611,27.47931951,15.583052049
2025-01-17,,,,,,,21.71305408920139,24.675720556,17.564601763,18.46542158854514,24.548494792,14.141723123,,,,,,,18.46542158854514,24.548494792,14.141723123,,,,21.71305408920139,24.675720556,17.564601763
2025-01-18,,,,,,,22.98483329164236,23.834066159,22.222228917,13.690839119402778,15.130423766,12.014452252,,,,,,,13.690839119402778,15.130423766,12.014452252,,,,22.98483329164236,23.834066159,22.222228917
2025-01-19,,,,,,,21.427687307791665,22.39304069,20.792314944,13.200502318229166,15.231560903,11.853678714,,,,,,,13.200502318229166,15.231560903,11.853678714,,,,21.427687307791665,22.39304069,20.792314944
2025-01-20,,,,,,,21.321035019239584,26.890650207,16.951274204,18.368300890319446,25.233852348,11.162084695,,,,,,,18.368300890319446,25.233852348,11.162084695,,,,21.321035019239584,26.890650207,16.951274204
2025-01-21,,,,,,,21.280644334006944,23.901561447,17.629319133,17.951675981607636,24.785672305,12.848168073,,,,,,,17.951675981607636,24.785672305,12.848168073,,,,21.280644334006944,23.901561447,17.629319133
2025-01-22,,,,,,,21.34154135837153,24.165478596,17.037285592,17.41538587994792,24.034745494,11.681341992,,,,,,,17.41538587994792,24.034745494,11.681341992,,,,21.34154135837153,24.165478596,17.037285592
