Date,AHU 1 Exhaust Control Temperature_mean,AHU 1 Exhaust Control Temperature_max,AHU 1 Exhaust Control Temperature_min,AHU 1 Extract Control Temperature_mean,AHU 1 Extract Control Temperature_max,AHU 1 Extract Control Temperature_min,AHU 1 Intake Control Temperature_mean,AHU 1 Intake Control Temperature_max,AHU 1 Intake Control Temperature_min,AHU 1 Supply Control Temperature_mean,AHU 1 Supply Control Temperature_max,AHU 1 Supply Control Temperature_min,AHU 1 Exhaust Entering Temperature_mean,AHU 1 Exhaust Entering Temperature_max,AHU 1 Exhaust Entering Temperature_min,AHU 1 Extract Entering Temperature_mean,AHU 1 Extract Entering Temperature_max,AHU 1 Extract Entering Temperature_min,AHU 1 Intake Entering Temperature_mean,AHU 1 Intake Entering Temperature_max,AHU 1 Intake Entering Temperature_min,AHU 1 Supply Entering Temperature_mean,AHU 1 Supply Entering Temperature_max,AHU 1 Supply Entering Temperature_min,AHU 1 Exhaust Leaving Temperature_mean,AHU 1 Exhaust Leaving Temperature_max,AHU 1 Exhaust Leaving Temperature_min,AHU 1 Extract Leaving Temperature_mean,AHU 1 Extract Leaving Temperature_max,AHU 1 Extract Leaving Temperature_min,AHU 1 Intake Leaving Temperature_mean,AHU 1 Intake Leaving Temperature_max,AHU 1 Intake Leaving Temperature_min,AHU 1 Supply Leaving Temperature_mean,AHU 1 Supply Leaving Temperature_max,AHU 1 Supply Leaving Temperature_min
2025-01-01,,,,,,,,,,20.496951374319444,21.524382429,18.665920992,,,,18.32970011596875,20.581622045,15.628754959,13.548993972510416,25.486824478,6.705469956,,,,,,,18.32970011596875,20.581622045,15.628754959,13.548993972510416,25.486824478,6.705469956,20.496951374319444,21.524382429,18.665920992
2025-01-02,,,,,,,,,,20.462310187503473,21.585292567,17.562496822,,,,18.497542371315973,20.989515678,15.274137921,14.076835080534723,34.30984938,2.917796869,,,,,,,18.497542371315973,20.989515678,15.274137921,14.076835080534723,34.30984938,2.917796869,20.462310187503473,21.585292567,17.562496822
2025-01-03,,,,,,,,,,20.601767526645833,21.30213823,17.145431731,,,,18.83132906664236,21.114696708,16.443527008,16.117657742239583,36.192874211,4.037045468,,,,,,,18.83132906664236,21.114696708,16.443527008,16.117657742239583,36.192874211,4.037045468,20.601767526645833,21.30213823,17.145431731
2025-01-04,,,,,,,,,,19.853078645298613,20.351344749,19.417039833,,,,16.519084022527778,17.45016931,15.343040856,24.701267259930557,30.816838929,18.534997989,,,,,,,16.519084022527778,17.45016931,15.343040856,24.701267259930557,30.816838929,18.534997989,19.853078645298613,20.351344749,19.417039833
2025-01-05,,,,,,,,,,19.52014436901736,20.255847469,19.118594278,,,,15.857752200482638,17.461444855,14.152399238,23.421229280006944,30.264397778,5.286098346,,,,,,,15.857752200482638,17.461444855,14.152399238,23.421229280006944,30.264397778,5.286098346,19.52014436901736,20.255847469,19.118594278
2025-01-06,,,,,,,,,,20.33959489519792,21.204042444,18.346176103,,,,18.121345328118057,20.783297646,14.324317396,15.18263296579861,32.884240487,6.016172403,,,,,,,18.121345328118057,20.783297646,14.324317396,15.18263296579861,32.884240487,6.016172403,20.33959489519792,21.204042444,18.346176103
2025-01-07,,,,,,,,,,20.53786273144097,21.43821936,17.537819841,,,,18.85334418934375,21.215991304,15.942819626,15.113890996611111,33.431425201,4.082639582,,,,,,,18.85334418934375,21.215991304,15.942819626,15.113890996611111,33.431425201,4.082639582,20.53786273144097,21.43821936,17.537819841
2025-01-08,,,,,,,,,,20.71507626934375,22.693517814,19.561704084,,,,18.823724634128475,21.224260173,16.264110264,15.550696533975696,37.115571941,3.468813317,,,,,,,18.823724634128475,21.224260173,16.264110264,15.550696533975696,37.115571941,3.468813317,20.71507626934375,22.693517814,19.561704084
2025-01-09,,,,,,,,,,20.65730784242361,22.131673947,17.423439948,,,,18.852658693555554,21.316096917,16.736294491,15.036052795072916,35.620772294,1.317502809,,,,,,,18.852658693555554,21.316096917,16.736294491,15.036052795072916,35.620772294,1.317502809,20.65730784242361,22.131673947,17.423439948
2025-01-10,,,,,,,,,,20.49296918428472,21.621597369,15.953871328,,,,18.91138753735764,21.397781551,16.357523078,15.540805762052084,34.086655983,2.822053103,,,,,,,18.91138753735764,21.397781551,16.357523078,15.540805762052084,34.086655983,2.822053103,20.49296918428472,21.621597369,15.953871328
2025-01-11,,,,,,,,,,19.800744799368054,21.065424086,18.031516704,,,,16.752146446864586,18.383464896,15.513064157,24.35894466032986,32.890696477,3.424108047,,,,,,,16.752146446864586,18.383464896,15.513064157,24.35894466032986,32.890696477,3.424108047,19.800744799368054,21.065424086,18.031516704
2025-01-12,,,,,,,,,,19.665636087204863,21.559569545,19.147660524,,,,16.528813000836806,17.738205023,15.303309105,24.409927551309025,31.549858371,5.891841963,,,,,,,16.528813000836806,17.738205023,15.303309105,24.409927551309025,31.549858371,5.891841963,19.665636087204863,21.559569545,19.147660524
2025-01-13,,,,,,,,,,20.411522408208334,21.545765407,18.119760024,,,,18.70279447171528,20.834111091,16.667124686,16.85726877048611,32.337405779,7.794148173,,,,,,,18.70279447171528,20.834111091,16.667124686,16.85726877048611,32.337405779,7.794148173,20.411522408208334,21.545765407,18.119760024
2025-01-14,,,,,,,,,,20.59169397367014,21.490319452,19.099512059,,,,19.05282171503125,21.690431587,16.584515075,15.355143364850695,18.206461945,12.596654552,,,,,,,19.05282171503125,21.690431587,16.584515075,15.355143364850695,18.206461945,12.596654552,20.59169397367014,21.490319452,19.099512059
2025-01-15,,,,,,,,,,20.711053030243058,21.59016174,19.848849338,,,,19.203237052607637,22.131108593,16.327077865,15.07911174272222,17.985933207,11.281066991,,,,,,,19.203237052607637,22.131108593,16.327077865,15.07911174272222,17.985933207,11.281066991,20.711053030243058,21.59016174,19.848849338
2025-01-16,,,,,,,,,,20.695465045381944,21.429601345,19.663484465,,,,19.120911724802085,22.082042689,15.94971631,15.590660336590279,28.878391234,7.343680181,,,,,,,19.120911724802085,22.082042689,15.94971631,15.590660336590279,28.878391234,7.343680181,20.695465045381944,21.429601345,19.663484465
2025-01-17,,,,,,,,,,20.780659017878474,21.541856461,19.687414027,,,,19.343340758618055,22.048204115,16.526192713,14.44329155145486,18.026255223,10.464645769,,,,,,,19.343340758618055,22.048204115,16.526192713,14.44329155145486,18.026255223,10.464645769,20.780659017878474,21.541856461,19.687414027
2025-01-18,,,,,,,,,,20.028768926628473,20.586787313,19.45609121,,,,16.05114278594097,16.78721136,14.994464215,18.740315917156252,32.665754567,15.866510521,,,,,,,16.05114278594097,16.78721136,14.994464215,18.740315917156252,32.665754567,15.866510521,20.028768926628473,20.586787313,19.45609121
2025-01-19,,,,,,,,,,19.791925151177082,20.165615644,17.994016057,,,,16.738292794552084,17.86567831,15.472942051,26.906455642538194,32.696003311,6.302296857,,,,,,,16.738292794552084,17.86567831,15.472942051,26.906455642538194,32.696003311,6.302296857,19.791925151177082,20.165615644,17.994016057
2025-01-20,,,,,,,,,,20.506638577135416,21.516907455,18.106997739,,,,18.714570982086805,21.047369472,15.912128942,14.26671929853125,31.351634092,5.322587755,,,,,,,18.714570982086805,21.047369472,15.912128942,14.26671929853125,31.351634092,5.322587755,20.506638577135416,21.516907455,18.106997739
2025-01-21,,,,,,,,,,20.50174206750347,21.150835299,18.322018196,,,,18.7109961045,21.324745033,15.595464583,12.955814911170139,20.467025824,7.329500389,,,,,,,18.7109961045,21.324745033,15.595464583,12.955814911170139,20.467025824,7.329500389,20.50174206750347,21.150835299,18.322018196
2025-01-22,,,,,,,,,,20.542702658239584,21.259716834,19.477771064,,,,18.834386588059026,21.442322657,15.738641475,14.441275311968749,30.573180907,5.498598738,,,,,,,18.834386588059026,21.442322657,15.738641475,14.441275311968749,30.573180907,5.498598738,20.542702658239584,21.259716834,19.477771064
