Date,FCU 03/01 Control Temperature_mean,FCU 03/01 Control Temperature_max,FCU 03/01 Control Temperature_min,FCU 03/01 Entering Temperature_mean,FCU 03/01 Entering Temperature_max,FCU 03/01 Entering Temperature_min,FCU 03/01 Leaving Temperature_mean,FCU 03/01 Leaving Temperature_max,FCU 03/01 Leaving Temperature_min,FCU 03/01 Leaving Temperature Setpoint_mean,FCU 03/01 Leaving Temperature Setpoint_max,FCU 03/01 Leaving Temperature Setpoint_min,FCU 03/01 Temperature Setpoint_mean,FCU 03/01 Temperature Setpoint_max,FCU 03/01 Temperature Setpoint_min
2025-01-01,16.773108116121527,18.22154287,14.953753718,16.773108116121527,18.22154287,14.953753718,17.241947675177084,18.154544387,15.929566213,,,,21.0,21.0,21.0
2025-01-02,16.68042620665972,18.029444629,14.5534055,16.68042620665972,18.029444629,14.5534055,17.115415777163193,17.940573445,15.510394532,,,,21.0,21.0,21.0
2025-01-03,16.801557109979164,18.092400613,14.589284383,16.801557109979164,18.092400613,14.589284383,17.253527751708333,17.965633962,15.673541966,,,,21.0,21.0,21.0
2025-01-04,15.378205081600694,16.368825989,14.368211276,15.378205081600694,16.368825989,14.368211276,16.339961851104167,17.236798719,15.402169826,,,,21.0,21.0,21.0
2025-01-05,15.146558292743057,16.263783341,14.173317149,15.146558292743057,16.263783341,14.173317149,16.02343319452778,16.969176357,15.121182539,,,,21.0,21.0,21.0
2025-01-06,16.60234199299653,17.84573507,14.740279679,16.60234199299653,17.84573507,14.740279679,17.013146525131944,17.74103975,15.858216981,,,,21.0,21.0,21.0
2025-01-07,16.737656910541666,18.022695995,14.56337686,16.737656910541666,18.022695995,14.56337686,17.15746532384375,17.806288362,15.649404332,,,,21.0,21.0,21.0
2025-01-08,16.87588750092361,18.055710103,14.694447077,16.87588750092361,18.055710103,14.694447077,17.310113123475695,17.885872391,15.826086345,,,,21.0,21.0,21.0
2025-01-09,17.0798363320625,18.162899314,15.19938086,17.0798363320625,18.162899314,15.19938086,17.555411237208332,17.912629286,16.370317638,,,,21.0,21.0,21.0
2025-01-10,16.93869609547569,18.058823913,14.867731604,16.93869609547569,18.058823913,14.867731604,17.421692041288193,17.896203623,16.000675939,,,,21.0,21.0,21.0
2025-01-11,15.616087812006944,17.166013671,14.331153479,15.616087812006944,17.166013671,14.331153479,16.45811827479861,17.393943764,15.314918836,,,,21.0,21.0,21.0
2025-01-12,15.581815379944443,16.77180387,14.14264979,15.581815379944443,16.77180387,14.14264979,16.49976471759375,17.546303481,15.159460823,,,,21.0,21.0,21.0
2025-01-13,16.602391711517363,18.057185822,14.612748759,16.602391711517363,18.057185822,14.612748759,17.031445807027776,17.823799433,15.662992297,,,,21.0,21.0,21.0
2025-01-14,16.607263340197918,18.141628764,14.952152376,16.607263340197918,18.141628764,14.952152376,17.046280131680554,18.021740401,15.892351272,,,,21.0,21.0,21.0
2025-01-15,16.958805549315972,18.274961758,15.647865885,16.958805549315972,18.274961758,15.647865885,17.455090182722223,18.175764491,16.503361415,,,,21.0,21.0,21.0
2025-01-16,16.99759810026736,18.182392509,15.503586869,16.99759810026736,18.182392509,15.503586869,17.487311205319443,18.237377305,16.255159793,,,,21.0,21.0,21.0
2025-01-17,16.955795779006944,18.310634978,15.866724663,16.955795779006944,18.310634978,15.866724663,17.475947615270833,18.249062977,16.659102885,,,,21.0,21.0,21.0
2025-01-18,15.266547765479167,16.148126667,14.409504147,15.266547765479167,16.148126667,14.409504147,16.19890726271875,17.13191286,15.378025716,,,,21.0,21.0,21.0
2025-01-19,15.638889772166667,16.631309944,14.476805938,15.638889772166667,16.631309944,14.476805938,16.545282164697916,17.62228936,15.505343379,,,,21.0,21.0,21.0
2025-01-20,16.588144236315973,17.945148134,14.463817565,16.588144236315973,17.945148134,14.463817565,17.051238422996526,17.896185055,15.505747094,,,,21.0,21.0,21.0
2025-01-21,16.302506308975694,17.867754866,14.153674553,16.302506308975694,17.867754866,14.153674553,16.708911040729166,17.889896391,15.084659618,,,,21.0,21.0,21.0
2025-01-22,16.456457706065972,17.997054371,14.34765108,16.456457706065972,17.997054371,14.34765108,16.907905325399305,17.951145949,15.315616946,,,,21.0,21.0,21.0
2025-01-23,16.323552191868053,17.96104856,14.340969331,16.323552191868053,17.96104856,14.340969331,16.75478616154514,17.913886139,15.233362995,,,,21.0,21.0,21.0
2025-01-24,16.16236246944097,17.802492081,14.146985079,16.16236246944097,17.802492081,14.146985079,16.571628673027778,17.746663595,15.054700305,,,,21.0,21.0,21.0
2025-01-25,14.714303437743057,15.820420279,14.088866679,14.714303437743057,15.820420279,14.088866679,15.619771105149304,16.614307435,15.003544306,,,,21.0,21.0,21.0
2025-01-26,14.852477784600694,16.058390975,14.048589713,14.852477784600694,16.058390975,14.048589713,15.79862599790625,16.872387862,15.031187325,,,,21.0,21.0,21.0
2025-01-27,16.144410494753473,17.862374846,13.870916927,16.144410494753473,17.862374846,13.870916927,16.52878820768403,17.802556491,14.72473266,,,,21.0,21.0,21.0
2025-01-28,16.377536155652777,18.021827437,14.260904696,16.377536155652777,18.021827437,14.260904696,16.79099766205208,18.008451186,15.210662782,,,,21.0,21.0,21.0
2025-01-29,16.43155284498611,18.014010954,14.452022882,16.43155284498611,18.014010954,14.452022882,16.87524308040625,18.02155356,15.335400212,,,,21.0,21.0,21.0
2025-01-30,16.639383671291668,18.175375312,14.411217905,16.639383671291668,18.175375312,14.411217905,17.094681174246528,18.220966347,15.393932154,,,,21.0,21.0,21.0
2025-01-31,16.495760928055944,18.023321231,14.58421621,16.495760928055944,18.023321231,14.58421621,16.92749865488811,18.033425832,15.48103941,,,,21.0,21.0,21.0
2025-02-01,14.686103614728223,15.18608834,14.152999129,14.686103614728223,15.18608834,14.152999129,15.548179716181185,16.004052507,15.087033203,,,,21.0,21.0,21.0
2025-02-02,14.807897176277777,15.758240374,14.193687068,14.807897176277777,15.758240374,14.193687068,15.716277899128471,16.539644579,15.136785607,,,,21.0,21.0,21.0
2025-02-03,16.342655468597222,17.964735306,14.033820311,16.342655468597222,17.964735306,14.033820311,16.715970025961806,17.91306233,14.949784217,,,,21.0,21.0,21.0
2025-02-04,16.653248938423612,18.000598778,15.238714582,16.653248938423612,18.000598778,15.238714582,17.1152479069375,17.979033725,16.175881796,,,,21.0,21.0,21.0
2025-02-05,16.903011902993054,18.198255832,15.119144137,16.903011902993054,18.198255832,15.119144137,17.38060016675347,18.287477579,15.914696968,,,,21.0,21.0,21.0
2025-02-06,16.841902612347223,18.322192085,14.960130481,16.841902612347223,18.322192085,14.960130481,17.31226407945139,18.393586296,15.722555301,,,,21.0,21.0,21.0
2025-02-07,16.824223492131942,18.150071856,15.190469529,16.824223492131942,18.150071856,15.190469529,17.2905459413125,18.177652183,15.951530194,,,,21.0,21.0,21.0
2025-02-08,14.70216334529514,15.398112726,14.227084175,14.70216334529514,15.398112726,14.227084175,15.608367494392361,16.357816029,15.144192967,,,,21.0,21.0,21.0
2025-02-09,14.229492004972222,15.442684715,13.818494946,14.229492004972222,15.442684715,13.818494946,15.11312725445139,16.067598513,14.740958936,,,,21.0,21.0,21.0
2025-02-10,16.533352710336807,19.509865714,13.977824476,16.533352710336807,19.509865714,13.977824476,17.21942733104861,23.723451589,14.946687651,,,,21.0,21.0,21.0
2025-02-11,16.41539355781597,18.016381762,14.431746857,16.41539355781597,18.016381762,14.431746857,16.828232158541667,17.976027753,15.366546803,,,,21.0,21.0,21.0
2025-02-12,16.446381799635418,18.091079732,14.570171727,16.446381799635418,18.091079732,14.570171727,16.873181007979166,18.00878009,15.395202708,,,,21.0,21.0,21.0
2025-02-13,16.48609253323264,18.131449227,14.461185999,16.48609253323264,18.131449227,14.461185999,16.922898411135417,18.163465441,15.355163685,,,,21.0,21.0,21.0
2025-02-14,16.265573233989585,17.922031894,14.290215477,16.265573233989585,17.922031894,14.290215477,16.674154112180556,17.916853202,15.217300001,,,,21.0,21.0,21.0
2025-02-15,14.88688773313889,16.16763536,14.069408497,14.88688773313889,16.16763536,14.069408497,15.810432789559027,16.941287679,15.048251407,,,,21.0,21.0,21.0
2025-02-16,14.669922448427084,16.004311896,13.93222728,14.669922448427084,16.004311896,13.93222728,15.607406824371528,16.829526418,14.908937333,,,,21.0,21.0,21.0
2025-02-17,16.656249219385415,19.874788799,14.270704085,16.656249219385415,19.874788799,14.270704085,17.370361859819447,23.391585975,15.234029259,,,,21.0,21.0,21.0
2025-02-18,16.414686031121526,17.977875592,14.425327594,16.414686031121526,17.977875592,14.425327594,16.837499775135417,17.961276328,15.416664102,,,,21.0,21.0,21.0
2025-02-19,16.56873628754514,18.042421856,14.578107818,16.56873628754514,18.042421856,14.578107818,17.007710941072915,17.982845086,15.521122926,,,,21.0,21.0,21.0
2025-02-20,16.438663250906252,18.00506958,14.248732977,16.438663250906252,18.00506958,14.248732977,16.858925693569446,17.867000481,15.174005203,,,,21.0,21.0,21.0
2025-02-21,17.183306123260415,18.223681322,15.81267173,17.183306123260415,18.223681322,15.81267173,17.659478974215276,18.171038918,16.65594539,,,,21.0,21.0,21.0
2025-02-22,17.187877007881944,18.611726516,16.506254745,17.187877007881944,18.611726516,16.506254745,18.073709224972223,19.394095856,17.418196817,,,,21.0,21.0,21.0
2025-02-23,16.141978040850695,16.872928587,15.909672033,16.141978040850695,16.872928587,15.909672033,17.078904612892362,17.829651237,16.814009656,,,,21.0,21.0,21.0
2025-02-24,17.224429162618055,20.023143438,15.768366392,17.224429162618055,20.023143438,15.768366392,17.978771790239584,23.036626317,16.485788935,,,,21.0,21.0,21.0
2025-02-25,17.368637855305554,18.366770262,16.142900456,17.368637855305554,18.366770262,16.142900456,17.89878396496528,18.475461445,16.738134078,,,,21.0,21.0,21.0
2025-02-26,17.2019097200625,18.240477935,15.73299445,17.2019097200625,18.240477935,15.73299445,17.695086311559027,18.317309832,16.383723723,,,,21.0,21.0,21.0
2025-02-27,16.91639895724653,18.393443249,15.282627705,16.91639895724653,18.393443249,15.282627705,17.44734020063889,18.442405221,15.946097338,,,,21.0,21.0,21.0
2025-02-28,16.87359720511888,18.285948823,15.032520201,16.87359720511888,18.285948823,15.032520201,17.382962705377622,18.302892662,15.81384573,,,,21.0,21.0,21.0
2025-03-01,15.745965298756099,16.524179039,15.164314207,15.745965298756099,16.524179039,15.164314207,16.65553972063763,17.164465824,16.107621818,,,,21.0,21.0,21.0
2025-03-02,15.468501920826391,16.00083874,15.133021068,15.468501920826391,16.00083874,15.133021068,16.364698177666668,16.723722593,16.055001655,,,,21.0,21.0,21.0
2025-03-03,16.886908861402777,20.055899452,15.032017341,16.886908861402777,20.055899452,15.032017341,17.606958000010415,23.11907382,15.875378431,,,,21.0,21.0,21.0
2025-03-04,17.030981060979165,18.245148835,16.028656763,17.030981060979165,18.245148835,16.028656763,17.546813914368055,18.212879771,16.678628763,,,,21.0,21.0,21.0
2025-03-05,17.041687017170137,18.359498912,15.660787058,17.041687017170137,18.359498912,15.660787058,17.53519474033333,18.234471595,16.448579693,,,,21.0,21.0,21.0
2025-03-06,17.786925092225694,19.20070027,16.174709946,17.786925092225694,19.20070027,16.174709946,18.280232759635414,19.425188374,16.864788333,,,,21.0,21.0,21.0
2025-03-07,17.686231595086806,17.885844058,17.164623647,17.686231595086806,17.885844058,17.164623647,18.300820977989584,18.807873096,17.881672327,,,,21.0,21.0,21.0
2025-03-08,18.04738766451736,19.790886168,17.177820703,18.04738766451736,19.790886168,17.177820703,18.923603186711805,20.56284248,18.097371277,,,,21.0,21.0,21.0
2025-03-09,17.469231555774304,19.051162314,16.604220322,17.469231555774304,19.051162314,16.604220322,18.33036613295139,19.748759138,17.50487996,,,,21.0,21.0,21.0
2025-03-10,17.49491359897222,20.208990162,16.074111514,17.49491359897222,20.208990162,16.074111514,18.216645507559026,23.199473735,16.676105842,,,,21.0,21.0,21.0
2025-03-11,17.007870362336806,18.256531524,15.390773005,17.007870362336806,18.256531524,15.390773005,17.493498902381944,18.327646254,16.124601258,,,,21.0,21.0,21.0
2025-03-12,16.820980608354166,18.288084332,14.93969199,16.820980608354166,18.288084332,14.93969199,17.282617156125,18.339933364,15.728206587,,,,21.0,21.0,21.0
2025-03-13,16.623361345868055,18.136796785,14.708479661,16.623361345868055,18.136796785,14.708479661,17.090258785690974,18.22031451,15.571849605,,,,21.0,21.0,21.0
2025-03-14,16.580305849798613,18.161885088,14.508509823,16.580305849798613,18.161885088,14.508509823,17.03110168194097,18.309193608,15.314152194,,,,21.0,21.0,21.0
2025-03-15,15.01474096679861,16.226502569,14.249305699,15.01474096679861,16.226502569,14.249305699,15.934825393642361,17.038475343,15.208358319,,,,21.0,21.0,21.0
2025-03-16,14.618669849909724,15.809271273,14.169836884,14.618669849909724,15.809271273,14.169836884,15.5309298855625,16.590447155,15.101423291,,,,21.0,21.0,21.0
2025-03-17,16.80184951339236,19.696527854,13.974380457,16.80184951339236,19.696527854,13.974380457,17.47996654131597,23.519912469,14.913745537,,,,21.0,21.0,21.0
2025-03-18,16.843948837128472,18.533237327,14.382875068,16.843948837128472,18.533237327,14.382875068,17.279713876295137,18.762776857,15.342117809,,,,21.0,21.0,21.0
2025-03-19,16.85558219272569,18.358401514,14.51534627,16.85558219272569,18.358401514,14.51534627,17.308865379427083,18.388261192,15.432308271,,,,21.0,21.0,21.0
2025-03-20,17.10866838209722,18.436645309,15.073501442,17.10866838209722,18.436645309,15.073501442,17.600324968760418,18.606290085,15.809380373,,,,21.0,21.0,21.0
2025-03-21,17.186058795836807,18.310594008,15.919470588,17.186058795836807,18.310594008,15.919470588,17.706923868562498,18.35095939,16.587899565,,,,21.0,21.0,21.0
2025-03-22,16.419542198319444,16.702063083,16.093775661,16.419542198319444,16.702063083,16.093775661,17.377031908118056,17.679383514,17.035722695,,,,21.0,21.0,21.0
2025-03-23,16.99907220953125,18.424550437,15.446800801,16.99907220953125,18.424550437,15.446800801,17.533753599878473,18.421123631,16.395901811,,,,21.0,21.0,21.0
2025-03-24,17.2752938903125,20.070639198,15.124512366,17.2752938903125,20.070639198,15.124512366,18.007602923975693,23.055781011,15.923045706,,,,21.0,21.0,21.0
2025-03-25,17.63034564473611,18.335565498,16.52797128,17.63034564473611,18.335565498,16.52797128,18.172114584333332,19.040208376,17.141876947,,,,21.0,21.0,21.0
2025-03-26,17.94328993587847,18.78462252,16.079570034,17.94328993587847,18.78462252,16.079570034,18.534399270649303,19.186034553,17.309241073,,,,21.0,21.0,21.0
2025-03-27,17.987885498125,18.560936963,17.133946001,17.987885498125,18.560936963,17.133946001,18.620994029868054,19.10642527,17.84210499,,,,21.0,21.0,21.0
2025-03-28,18.18265678354514,18.687874366,16.85252503,18.18265678354514,18.687874366,16.85252503,18.781541881166664,19.249817634,17.664795523,,,,21.0,21.0,21.0
2025-03-29,16.921249620635415,17.580516553,16.535106612,16.921249620635415,17.580516553,16.535106612,17.88775667495486,18.572853314,17.467922076,,,,21.0,21.0,21.0
2025-03-30,17.726103398018115,18.759192299,16.267287417,17.726103398018115,18.759192299,16.267287417,18.265133841778987,19.118230471,16.818964296,,,,21.0,21.0,21.0
2025-03-31,18.312350915986016,20.161408552,16.276866844,18.312350915986016,20.161408552,16.276866844,19.03743582717133,23.033245166,17.153165367,,,,21.0,21.0,21.0
2025-04-01,18.28516192187805,19.265952794,16.634247421,18.28516192187805,19.265952794,16.634247421,18.93442087711498,20.108655392,17.620022059,,,,21.0,21.0,21.0
2025-04-02,18.331530762444444,19.30052424,16.360233084,18.331530762444444,19.30052424,16.360233084,18.976584577239585,20.119667925,17.681847629,,,,21.0,21.0,21.0
2025-04-03,18.404050432899304,19.215101115,16.445583546,18.404050432899304,19.215101115,16.445583546,19.07426277317361,20.048846661,17.775519877,,,,21.0,21.0,21.0
2025-04-04,18.32602348614236,18.778615024,16.506693172,18.32602348614236,18.778615024,16.506693172,18.98454697545486,19.507669413,17.793977001,,,,21.0,21.0,21.0
2025-04-05,17.754980529704863,18.527143008,17.200408236,17.754980529704863,18.527143008,17.200408236,18.605845300687502,19.311552979,18.126815169,,,,21.0,21.0,21.0
2025-04-06,18.149339273618054,19.650762386,15.753717786,18.149339273618054,19.650762386,15.753717786,18.70026119728472,20.547900963,16.8245874,,,,21.0,21.0,21.0
2025-04-07,18.167914815208334,20.287375201,16.264261311,18.167914815208334,20.287375201,16.264261311,18.96137627321528,23.170636729,17.076201733,,,,21.0,21.0,21.0
2025-04-08,18.230960955493057,19.147975804,16.254826957,18.230960955493057,19.147975804,16.254826957,18.828985016270835,19.992271006,17.428550415,,,,21.0,21.0,21.0
2025-04-09,18.104962412472222,18.685972785,16.458049153,18.104962412472222,18.685972785,16.458049153,18.683478599371526,19.160391895,17.549548834,,,,21.0,21.0,21.0
2025-04-10,18.388368192354168,19.913211991,15.72842244,18.388368192354168,19.913211991,15.72842244,18.91717276788889,20.361272822,17.155185526,,,,21.0,21.0,21.0
2025-04-11,19.228849753454863,21.349427681,17.151981625,19.228849753454863,21.349427681,17.151981625,19.732867208409722,21.316606616,17.842532728,,,,21.0,21.0,21.0
2025-04-12,19.242466275708335,20.051773317,18.386585537,19.242466275708335,20.051773317,18.386585537,20.172014451493055,20.926998425,19.363324233,,,,21.0,21.0,21.0
2025-04-13,19.0073987430625,19.618251508,18.32608801,19.0073987430625,19.618251508,18.32608801,19.93479253716667,20.395863744,19.319900838,,,,21.0,21.0,21.0
2025-04-14,18.486812956770834,20.285553499,16.27705525,18.486812956770834,20.285553499,16.27705525,19.244030838732638,22.965487985,17.64949161,,,,21.0,21.0,21.0
2025-04-15,18.39081402792014,19.012170711,17.288498145,18.39081402792014,19.012170711,17.288498145,19.116797824774306,19.88587309,18.154268535,,,,21.0,21.0,21.0
