Date,FCU 11/01 Control Temperature_mean,FCU 11/01 Control Temperature_max,FCU 11/01 Control Temperature_min,FCU 11/01 Entering Temperature_mean,FCU 11/01 Entering Temperature_max,FCU 11/01 Entering Temperature_min,FCU 11/01 Leaving Temperature_mean,FCU 11/01 Leaving Temperature_max,FCU 11/01 Leaving Temperature_min,FCU 11/01 Leaving Temperature Setpoint_mean,FCU 11/01 Leaving Temperature Setpoint_max,FCU 11/01 Leaving Temperature Setpoint_min,FCU 11/01 Temperature Setpoint_mean,FCU 11/01 Temperature Setpoint_max,FCU 11/01 Temperature Setpoint_min
2025-01-01,19.892500989586804,20.869214401,17.322154822,19.892500989586804,20.869214401,17.322154822,20.395750919125,21.085955633,18.145968561,,,,21.0,21.0,21.0
2025-01-02,20.59186427954514,23.235496875,16.421962554,20.59186427954514,23.235496875,16.421962554,21.608988914850695,24.419360046,17.893352372,,,,21.0,21.0,21.0
2025-01-03,20.97603275201389,23.173001167,17.756336185,20.97603275201389,23.173001167,17.756336185,21.640544091319445,24.230119844,18.323287649,,,,21.0,21.0,21.0
2025-01-04,19.480918609975692,20.352402239,18.585136001,19.480918609975692,20.352402239,18.585136001,20.887562538704863,21.796678026,20.025211409,,,,21.0,21.0,21.0
2025-01-05,18.06756066848611,18.572510012,17.266664558,18.06756066848611,18.572510012,17.266664558,19.29240483296875,20.018697056,17.235560151,,,,21.0,21.0,21.0
2025-01-06,19.71847765111111,22.040577438,15.967812631,19.71847765111111,22.040577438,15.967812631,20.423788959986112,24.426846814,17.054642319,,,,21.0,21.0,21.0
2025-01-07,20.68238624702778,23.32881853,17.306079714,20.68238624702778,23.32881853,17.306079714,21.611511707350694,24.378675467,17.818939395,,,,21.0,21.0,21.0
2025-01-08,21.07299170094097,23.618167268,17.506747456,21.07299170094097,23.618167268,17.506747456,21.963520271541668,24.696662233,18.128598268,,,,21.0,21.0,21.0
2025-01-09,21.078630386725692,23.687757463,16.528155654,21.078630386725692,23.687757463,16.528155654,22.154762667812502,24.793985659,17.517935805,,,,21.0,21.0,21.0
2025-01-10,21.31157506328125,23.945288246,17.218557014,21.31157506328125,23.945288246,17.218557014,22.216104568819443,24.693326352,18.050437263,,,,21.0,21.0,21.0
2025-01-11,19.848824947958335,21.080283448,17.225271113,19.848824947958335,21.080283448,17.225271113,21.17523626656597,22.210176117,17.795915703,,,,21.0,21.0,21.0
2025-01-12,18.814660609840278,20.553620904,17.392053474,18.814660609840278,20.553620904,17.392053474,20.003586166208336,21.122355326,17.828765979,,,,21.0,21.0,21.0
2025-01-13,20.328918385972223,22.449659107,16.289789598,20.328918385972223,22.449659107,16.289789598,20.948615118437502,24.447312883,17.960718198,,,,21.0,21.0,21.0
2025-01-14,21.5181609736875,24.343005859,17.768931249,21.5181609736875,24.343005859,17.768931249,22.75579716173264,29.334987789,18.667188146,,,,23.55331898148611,26.0,21.0
2025-01-15,22.905656543753473,25.297836516,18.137514575,22.905656543753473,25.297836516,18.137514575,25.13777366567014,30.417553703,19.347607789,,,,26.0,26.0,26.0
2025-01-16,23.145304871131945,25.20281587,18.060705925,23.145304871131945,25.20281587,18.060705925,25.758121242392363,29.9397843,19.025667727,,,,26.0,26.0,26.0
2025-01-17,23.499801945729168,25.119982107,18.415257367,23.499801945729168,25.119982107,18.415257367,26.258496365177084,29.543297175,20.054732446,,,,26.0,26.0,26.0
2025-01-18,22.01601289921875,23.339984432,20.497414062,22.01601289921875,23.339984432,20.497414062,23.34365799471875,24.461263101,22.237265976,,,,26.0,26.0,26.0
2025-01-19,19.43688809431597,20.478469227,17.550151527,19.43688809431597,20.478469227,17.550151527,20.96963782953125,22.22495406,19.543766809,,,,26.0,26.0,26.0
2025-01-20,21.78639512676736,24.491601013,16.184202121,21.78639512676736,24.491601013,16.184202121,24.781317016461806,29.523629282,17.975700904,,,,24.175481597222223,26.0,19.0
2025-01-21,21.823717064194444,23.947142456,18.576142446,21.823717064194444,23.947142456,18.576142446,22.200228178472223,23.176454059,18.759876565,,,,19.0,19.0,19.0
2025-01-22,21.813735614506943,23.626231113,17.769762585,21.813735614506943,23.626231113,17.769762585,22.41478351786111,23.80610121,18.772296909,,,,19.0,19.0,19.0
2025-01-23,21.859746594180553,23.817103271,17.430677684,21.859746594180553,23.817103271,17.430677684,22.586523509899305,24.282019307,18.88204939,,,,19.0,19.0,19.0
2025-01-24,21.806781601569444,23.307817343,17.863532503,21.806781601569444,23.307817343,17.863532503,22.18625708790625,23.358497911,18.814314127,,,,19.0,19.0,19.0
2025-01-25,21.126123305225693,21.90833552,20.170179771,21.126123305225693,21.90833552,20.170179771,22.314223694493055,22.986846415,21.637330282,,,,19.0,19.0,19.0
2025-01-26,19.551397150673612,20.293169542,19.156935294,19.551397150673612,20.293169542,19.156935294,20.94857231539236,21.630919851,20.502041754,,,,19.0,19.0,19.0
2025-01-27,20.427209461631943,22.444745234,16.449839147,20.427209461631943,22.444745234,16.449839147,20.989387761989583,21.991387165,18.26269834,,,,19.0,19.0,19.0
2025-01-28,21.31413654035417,23.604548289,18.154847354,21.31413654035417,23.604548289,18.154847354,21.70836456978125,22.724202991,18.437144618,,,,19.0,19.0,19.0
2025-01-29,21.640700530149307,23.693239366,17.989059756,21.640700530149307,23.693239366,17.989059756,22.01043484484375,22.872936176,18.565920401,,,,19.0,19.0,19.0
2025-01-30,21.73573239603472,23.541671397,17.508305515,21.73573239603472,23.541671397,17.508305515,22.5281747585,24.334358156,18.63895923,,,,19.0,19.0,19.0
2025-01-31,21.767569184713288,23.566280812,17.434832145,21.767569184713288,23.566280812,17.434832145,22.430486594884616,24.190257474,18.874014867,,,,19.0,19.0,19.0
2025-03-01,20.781776188780487,21.302039111,20.168976771,20.781776188780487,21.302039111,20.168976771,21.930956889101044,22.343656046,21.549601161,,,,19.0,19.0,19.0
2025-03-02,20.44080881532639,20.731062892,19.376316977,20.44080881532639,20.731062892,19.376316977,21.545560503052084,21.792294867,20.784476926,,,,19.0,19.0,19.0
2025-03-03,20.09038691763889,21.349541752,17.487365146,20.09038691763889,21.349541752,17.487365146,18.82429297171528,21.86610543,13.745729656,,,,19.0,19.0,19.0
2025-03-04,20.32939216970139,21.078265447,17.529046574,20.32939216970139,21.078265447,17.529046574,18.765410438645834,21.844794132,13.878992409,,,,19.0,19.0,19.0
2025-03-05,20.49472652803125,21.584069804,17.566902956,20.49472652803125,21.584069804,17.566902956,19.050031349392363,21.874604058,14.020984523,,,,19.0,19.0,19.0
2025-03-06,20.816836115319447,21.74914038,17.577700669,20.816836115319447,21.74914038,17.577700669,18.980873149017363,22.663710886,14.206938042,,,,19.0,19.0,19.0
2025-03-07,20.696529241736112,21.768597382,18.153456916,20.696529241736112,21.768597382,18.153456916,18.624570991645832,22.74091052,13.861512584,,,,19.0,19.0,19.0
