Date,FCU 10/01 Control Temperature_mean,FCU 10/01 Control Temperature_max,FCU 10/01 Control Temperature_min,FCU 10/01 Entering Temperature_mean,FCU 10/01 Entering Temperature_max,FCU 10/01 Entering Temperature_min,FCU 10/01 Leaving Temperature_mean,FCU 10/01 Leaving Temperature_max,FCU 10/01 Leaving Temperature_min,FCU 10/01 Leaving Temperature Setpoint_mean,FCU 10/01 Leaving Temperature Setpoint_max,FCU 10/01 Leaving Temperature Setpoint_min,FCU 10/01 Temperature Setpoint_mean,FCU 10/01 Temperature Setpoint_max,FCU 10/01 Temperature Setpoint_min
2025-01-01,23.728720721881942,28.212520183,20.551374702,23.728720721881942,28.212520183,20.551374702,22.443608493666666,25.025756454,20.696189029,,,,28.0,28.0,28.0
2025-01-02,23.748941109489582,27.252746389,20.138639108,23.748941109489582,27.252746389,20.138639108,22.425950365788193,24.327710132,20.565869367,,,,28.0,28.0,28.0
2025-01-03,23.908163902951387,28.239722688,20.141594078,23.908163902951387,28.239722688,20.141594078,22.745006852472223,25.596852867,20.616521414,,,,28.0,28.0,28.0
2025-01-04,20.380041793388887,21.546303204,19.438068125,20.380041793388887,21.546303204,19.438068125,20.746381222569443,21.917736015,19.901379621,,,,28.0,28.0,28.0
2025-01-05,18.69094532778125,19.431070904,18.102990541,18.69094532778125,19.431070904,18.102990541,19.23393558319792,20.132912913,18.627472533,,,,28.0,28.0,28.0
2025-01-06,22.671479588274305,27.214735189,17.71830259,22.671479588274305,27.214735189,17.71830259,21.089341007930557,23.434561088,18.238439076,,,,28.0,28.0,28.0
2025-01-07,23.551682170868055,27.823807236,19.19870792,23.551682170868055,27.823807236,19.19870792,22.167324689725696,24.432595868,19.770709075,,,,28.0,28.0,28.0
2025-01-08,23.642186595135417,28.23717823,20.021660078,23.642186595135417,28.23717823,20.021660078,22.393694382604167,23.921379973,20.632213749,,,,28.0,28.0,28.0
2025-01-09,23.839092428413196,28.066702961,20.079504201,23.839092428413196,28.066702961,20.079504201,22.665015163267363,25.295776615,20.692454324,,,,28.0,28.0,28.0
2025-01-10,23.934168126805556,28.053487695,20.325807944,23.934168126805556,28.053487695,20.325807944,22.789717844590278,24.762679188,21.058827794,,,,28.0,28.0,28.0
2025-01-11,21.167108455388888,23.283861777,20.065415973,21.167108455388888,23.283861777,20.065415973,21.560165878586805,22.433620324,20.796113283,,,,28.0,28.0,28.0
2025-01-12,19.77167582876736,21.184001178,19.092306871,19.77167582876736,21.184001178,19.092306871,20.304070585135417,22.100956727,19.837085344,,,,28.0,28.0,28.0
2025-01-13,23.28118478198958,28.400282824,18.648513444,23.28118478198958,28.400282824,18.648513444,21.955292149888887,24.891677361,19.243038509,,,,28.0,28.0,28.0
